id,jour,ordre conditions,ordre histoires,condition,histoire,scoreMax,scoreCumule,scoreMoyen,nbRepet
20,1,c 1023,s 2103,0,1,0,0,0,0
20,1,c 1023,s 2103,0,1,1.0,3.0,1.0,3
20,1,c 1023,s 2103,0,1,0.7857142857142857,1.5714285714285714,0.7857142857142857,2
20,1,c 1023,s 2103,1,2,1.0,1.0,1.0,1
20,1,c 1023,s 2103,1,2,0,0,0,0
20,1,c 1023,s 2103,1,2,1.0,2.0,1.0,2
20,2,c 1023,s 2103,1,2,1.0,2.0,1.0,2
20,2,c 1023,s 2103,1,2,0,0,0,0
20,2,c 1023,s 2103,1,2,1.0,1.0,1.0,1
20,1,c 1023,s 2103,3,3,1.0,2.0,1.0,2
20,1,c 1023,s 2103,3,3,0.5,0,0,0
20,1,c 1023,s 2103,3,3,1.0,2.0,1.0,2
20,1,c 1023,s 2103,2,0,1.0,1.0,1.0,1
20,1,c 1023,s 2103,2,0,0.6071428571428571,0,0,0
20,1,c 1023,s 2103,2,0,0.5714285714285714,0,0,0
20,2,c 1023,s 2103,3,3,1.0,1.0,1.0,1
20,2,c 1023,s 2103,3,3,1.0,3.0,1.0,3
20,2,c 1023,s 2103,3,3,0,0,0,0
20,2,c 1023,s 2103,2,0,1.0,1.0,1.0,1
20,2,c 1023,s 2103,2,0,0.9107142857142857,0.9107142857142857,0.9107142857142857,1
20,2,c 1023,s 2103,2,0,1.0,4.0,1.0,4
20,2,c 1023,s 2103,0,1,1.0,1.0,1.0,1
20,2,c 1023,s 2103,0,1,1.0,4.0,1.0,4
20,2,c 1023,s 2103,0,1,0,0,0,0
21,1,c 1023,s 2013,1,2,1.0,1.0,1.0,1
21,1,c 1023,s 2013,1,2,0.6964285714285714,0,0,0
21,1,c 1023,s 2013,1,2,1.0,1.0,1.0,1
21,2,c 1023,s 2013,1,2,1.0,1.0,1.0,1
21,2,c 1023,s 2013,1,2,1.0,3.0,1.0,3
21,2,c 1023,s 2013,1,2,1.0,2.0,1.0,2
21,2,c 1023,s 2013,3,3,1.0,3.0,1.0,3
21,2,c 1023,s 2013,3,3,1.0,2.0,1.0,2
21,2,c 1023,s 2013,3,3,1.0,1.0,1.0,1
21,1,c 1023,s 2013,0,0,1.0,1.0,1.0,1
21,1,c 1023,s 2013,0,0,0,0,0,0
21,1,c 1023,s 2013,0,0,0.9107142857142857,1.8214285714285714,0.9107142857142857,2
21,2,c 1023,s 2013,0,0,1.0,2.0,1.0,2
21,2,c 1023,s 2013,0,0,0,0,0,0
21,2,c 1023,s 2013,0,0,0.9107142857142857,1.8214285714285714,0.9107142857142857,2
21,1,c 1023,s 2013,2,1,0,0,0,0
21,1,c 1023,s 2013,2,1,0,0,0,0
21,1,c 1023,s 2013,2,1,1.0,1.0,1.0,1
21,2,c 1023,s 2013,2,1,0.9107142857142857,1.8214285714285714,0.9107142857142857,2
21,2,c 1023,s 2013,2,1,1.0,3.0,1.0,3
21,2,c 1023,s 2013,2,1,1.0,2.0,1.0,2
21,1,c 1023,s 2013,3,3,1.0,1.0,1.0,1
21,1,c 1023,s 2013,3,3,1.0,3.0,1.0,3
21,1,c 1023,s 2013,3,3,1.0,1.7321428571428572,0.8660714285714286,2
22,2,c 3210,s 3012,3,3,1.0,3.0,1.0,3
22,2,c 3210,s 3012,3,3,1.0,1.8571428571428572,0.9285714285714286,2
22,2,c 3210,s 3012,3,3,0.5714285714285714,0,0,0
22,1,c 3210,s 3012,3,3,1.0,1.0,1.0,1
22,1,c 3210,s 3012,3,3,0.7321428571428571,1.4642857142857142,0.7321428571428571,2
22,1,c 3210,s 3012,3,3,0,0,0,0
22,2,c 3210,s 3012,0,2,1.0,1.0,1.0,1
22,2,c 3210,s 3012,0,2,0,0,0,0
22,2,c 3210,s 3012,0,2,0,0,0,0
22,2,c 3210,s 3012,2,0,1.0,1.0,1.0,1
22,2,c 3210,s 3012,2,0,0,0,0,0
22,2,c 3210,s 3012,2,0,1.0,2.0,1.0,2
22,2,c 3210,s 3012,1,1,1.0,2.0,1.0,2
22,2,c 3210,s 3012,1,1,0,0,0,0
22,2,c 3210,s 3012,1,1,0,0,0,0
22,1,c 3210,s 3012,0,2,1.0,2.0,1.0,2
22,1,c 3210,s 3012,0,2,0,0,0,0
22,1,c 3210,s 3012,0,2,0,0,0,0
22,1,c 3210,s 3012,1,1,1.0,1.0,1.0,1
22,1,c 3210,s 3012,1,1,0.6428571428571428,0,0,0
22,1,c 3210,s 3012,1,1,1.0,2.571428571428571,0.8571428571428571,3
22,1,c 3210,s 3012,2,0,1.0,3.0,1.0,3
22,1,c 3210,s 3012,2,0,0,0,0,0
22,1,c 3210,s 3012,2,0,0,0,0,0
